Date,avg_temp,max_temp,min_temp,avg_snow,total_precip
10/18/2022,36.60,55.70,26.40,29.78,0.03
10/19/2022,44.40,63.30,32.80,-0.30,0.00
10/20/2022,44.10,60.30,35.60,-1.70,0.00
10/21/2022,41.10,48.30,35.70,-1.47,0.00
10/22/2022,39.40,49.80,31.90,-1.61,0.00
10/23/2022,29.10,38.30,16.20,10.47,0.00
10/24/2022,17.80,23.70,13.70,15.04,0.00
10/25/2022,31.80,43.60,17.20,-0.53,0.14
10/26/2022,32.60,40.10,27.40,-1.36,0.01
10/27/2022,22.70,29.50,16.40,-1.64,0.00
10/28/2022,31.50,46.00,21.60,-1.67,0.06
10/29/2022,33.60,46.00,25.00,-1.54,0.01
10/30/2022,34.00,48.10,26.00,-1.61,0.00
10/31/2022,35.20,47.00,25.80,-1.55,0.02
11/1/2022,35.90,44.10,30.50,-1.43,0.00
11/2/2022,35.50,44.70,30.20,-1.43,0.02
11/3/2022,25.50,30.80,14.70,16.13,0.37
11/4/2022,14.60,19.10,11.00,22.23,0.17
11/5/2022,25.90,35.70,13.90,1.08,0.11
11/6/2022,36.60,45.30,27.60,-0.62,0.09
11/7/2022,36.90,44.50,32.90,-1.24,0.00
11/8/2022,38.70,46.90,33.50,-1.44,0.00
11/9/2022,35.20,44.30,20.60,-1.44,0.00
11/10/2022,22.20,39.00,13.60,-1.55,0.00
11/11/2022,18.40,29.10,8.40,-1.55,0.00
11/12/2022,28.40,43.40,19.40,-1.63,0.00
11/13/2022,27.00,35.30,18.80,17.21,0.03
11/14/2022,17.50,33.90,13.40,16.13,0.40
11/15/2022,16.30,26.30,6.30,1.64,0.03
11/16/2022,13.90,31.50,5.20,2.31,0.00
11/17/2022,19.60,29.90,10.20,1.42,0.01
11/18/2022,19.10,25.80,15.60,1.53,0.00
11/19/2022,20.60,44.70,12.00,1.25,0.00
11/20/2022,26.00,49.10,11.70,1.08,0.01
11/21/2022,30.30,49.30,19.80,1.10,0.01
11/22/2022,30.30,45.90,24.40,1.21,0.00
11/23/2022,24.30,34.60,12.20,1.18,0.00
11/24/2022,17.70,28.80,12.70,1.29,0.00
11/25/2022,25.90,44.80,16.60,1.18,0.00
11/26/2022,29.10,40.50,22.60,1.18,0.00
11/27/2022,21.30,28.90,16.60,1.21,0.00
11/28/2022,23.70,30.30,19.40,1.77,0.00
11/29/2022,16.60,19.70,14.50,3.35,0.00
11/30/2022,27.30,38.30,18.30,3.84,0.00
12/1/2022,30.60,37.60,26.10,2.95,0.00
12/2/2022,26.30,29.30,24.60,0.17,0.00
12/3/2022,30.90,35.40,25.30,26.59,0.00
12/4/2022,32.40,34.00,30.90,109.50,0.21
12/5/2022,27.80,31.30,24.70,93.77,0.04
12/6/2022,24.30,26.40,22.00,16.59,0.04
12/7/2022,25.50,28.90,22.60,11.00,0.30
12/8/2022,19.70,28.80,12.30,5.29,0.05
12/9/2022,24.40,32.60,19.50,0.85,0.00
12/10/2022,28.80,40.50,21.10,0.66,0.03
12/11/2022,30.30,39.20,24.10,0.75,0.01
12/12/2022,16.90,25.40,5.40,38.56,0.06
12/13/2022,6.70,11.70,4.70,66.22,0.05
12/14/2022,10.40,23.40,3.90,46.01,0.09
12/15/2022,9.00,17.50,2.60,33.23,0.00
12/16/2022,6.40,26.20,-0.40,36.81,0.00
12/17/2022,18.20,29.80,4.50,6.07,0.02
12/18/2022,20.90,31.40,14.00,17.24,0.00
12/19/2022,19.10,38.00,11.10,33.06,0.00
12/20/2022,22.70,44.00,15.50,6.12,0.00
12/21/2022,21.60,30.00,16.50,3.81,0.00
12/22/2022,19.30,26.70,13.60,7.81,0.00
12/23/2022,22.90,30.70,18.50,2.27,0.00
12/24/2022,26.90,44.30,17.90,3.37,0.00
12/25/2022,30.40,44.70,22.40,4.87,0.00
12/26/2022,33.90,48.70,27.60,2.20,0.00
12/27/2022,31.80,36.50,23.50,7.27,0.00
12/28/2022,21.40,25.20,13.40,71.35,0.69
12/29/2022,14.80,20.90,11.20,33.89,0.09
12/30/2022,18.10,18.20,18.00,56.89,0.00
12/31/2022,27.00,36.50,24.10,37.16,0.28
01/00/2023,26.10,36.30,22.80,33.09,0.52
1/2/2023,16.00,22.60,13.10,77.78,0.72
1/3/2023,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
1/4/2023,10.30,13.10,9.30,42.86,0.00
1/5/2023,23.00,28.60,13.80,22.07,0.00
1/6/2023,19.50,24.90,14.10,19.45,0.00
1/7/2023,22.70,40.00,12.50,19.84,0.00
1/8/2023,27.30,36.50,20.90,17.92,0.00
1/9/2023,27.10,35.10,21.10,17.56,0.00
1/10/2023,27.50,33.50,24.40,16.93,0.00
1/11/2023,17.00,25.90,12.10,50.08,0.00
1/12/2023,25.00,49.70,10.90,40.94,0.00
1/13/2023,35.20,52.30,25.40,16.59,0.00
1/14/2023,31.10,37.10,22.30,16.97,0.00
1/15/2023,19.20,22.40,15.60,80.28,0.22
1/16/2023,19.00,22.80,14.70,77.09,0.45
1/17/2023,21.60,24.70,16.20,55.02,0.56
1/18/2023,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00
1/19/2023,23.10,40.90,14.30,31.19,0.10
1/20/2023,11.80,15.50,6.60,49.18,0.00
1/21/2023,13.30,34.90,4.00,62.98,0.22
1/22/2023,18.10,30.40,8.50,34.81,0.00
1/23/2023,10.80,14.00,8.80,37.17,0.00
1/24/2023,10.90,18.20,6.20,103.50,0.00
1/25/2023,7.80,23.80,0.70,86.11,0.00
1/26/2023,6.50,17.90,-7.20,69.58,0.00
1/27/2023,20.30,31.40,11.90,40.42,0.00
1/28/2023,17.50,24.90,12.60,49.71,0.00
1/29/2023,20.20,28.30,14.20,38.30,0.00
1/30/2023,20.40,28.10,14.50,34.87,0.00
1/31/2023,17.40,26.60,13.20,53.23,0.00
2/1/2023,21.00,43.70,8.10,32.70,0.00
2/2/2023,24.30,53.90,8.60,30.24,0.00
2/3/2023,27.00,51.00,12.30,29.56,0.00
2/4/2023,28.30,36.90,23.10,41.91,0.00
2/5/2023,31.40,40.50,25.10,31.20,0.00
2/6/2023,17.80,26.40,11.60,33.93,0.00
2/7/2023,15.00,26.10,9.70,79.43,0.00
2/8/2023,18.50,31.90,9.40,52.01,0.00
2/9/2023,11.20,28.80,0.00,55.66,0.00
2/10/2023,20.00,41.00,3.80,44.73,0.00
2/11/2023,29.00,40.90,19.50,31.55,0.00
2/12/2023,30.00,42.30,21.40,29.68,0.00
2/13/2023,23.80,33.80,13.10,40.60,0.00
2/14/2023,15.10,17.40,12.60,80.55,0.13
2/15/2023,8.30,16.70,-1.90,71.82,0.74
2/16/2023,7.90,31.90,-5.60,92.50,0.19
2/17/2023,15.50,26.70,2.00,73.45,0.01
2/18/2023,23.10,29.20,19.10,41.17,0.00
2/19/2023,24.00,26.40,20.70,40.83,0.00
2/20/2023,26.00,33.90,21.60,46.06,0.00
2/21/2023,25.70,34.60,21.00,37.69,0.00
2/22/2023,14.50,21.30,4.20,65.71,0.32
2/23/2023,12.90,26.80,4.20,63.56,0.08
2/24/2023,23.00,31.10,16.40,37.47,0.02
2/25/2023,29.40,38.00,23.30,37.15,0.00
2/26/2023,19.40,31.20,6.30,39.31,0.00
2/27/2023,17.40,27.40,5.00,37.08,0.03
2/28/2023,17.80,27.80,12.20,36.96,0.00
3/1/2023,18.30,26.20,12.70,46.75,0.00
3/2/2023,21.00,36.40,11.30,72.24,0.25
3/3/2023,22.80,41.40,11.80,51.79,0.00
3/4/2023,25.20,36.50,10.40,37.52,0.00
3/5/2023,26.90,34.10,21.20,37.43,0.00
3/6/2023,30.90,41.70,23.60,36.37,0.00
3/7/2023,29.90,37.90,26.50,35.83,0.00
3/8/2023,31.60,41.10,24.50,35.28,0.00
3/9/2023,28.60,43.10,18.30,34.65,0.00
3/10/2023,31.90,40.70,27.10,44.80,0.00
3/11/2023,27.60,29.80,24.30,96.84,0.00
3/12/2023,25.60,33.60,21.00,63.68,0.00
3/13/2023,24.90,36.60,19.10,59.17,0.00
3/14/2023,28.30,41.80,17.40,45.98,0.00
3/15/2023,28.80,34.70,25.30,60.69,1.01
3/16/2023,24.30,29.90,15.20,103.60,0.40
3/17/2023,19.60,28.90,6.30,81.31,0.03
3/18/2023,14.10,33.10,4.40,91.15,0.12
3/19/2023,16.10,28.90,2.10,67.93,0.03
3/20/2023,21.60,26.20,16.90,69.18,0.00
3/21/2023,24.40,30.30,16.70,67.96,2.17
3/22/2023,27.20,31.80,17.90,74.90,0.00
3/23/2023,19.90,31.30,11.80,58.93,0.00
3/24/2023,16.60,27.00,11.50,76.88,0.00
3/25/2023,10.50,17.50,2.60,71.09,0.00
3/26/2023,12.40,19.40,6.10,60.17,0.00
3/27/2023,10.80,16.40,3.80,63.84,0.00
3/28/2023,23.00,33.10,2.70,65.22,0.00
3/29/2023,34.50,44.40,25.40,57.17,0.00
3/30/2023,28.90,41.00,13.30,55.30,0.00
3/31/2023,15.90,23.40,10.80,50.16,0.00
4/1/2023,30.00,42.10,17.40,48.24,0.00
4/2/2023,34.40,43.10,28.00,47.64,0.00
4/3/2023,34.60,45.80,26.50,46.79,0.00
4/4/2023,12.80,28.40,2.90,48.28,0.00
4/5/2023,14.20,28.40,0.80,60.73,0.00
4/6/2023,26.90,42.50,12.10,48.56,0.00
4/7/2023,30.30,39.50,19.30,44.71,0.00
4/8/2023,35.30,45.00,27.40,43.80,0.00
4/9/2023,39.20,57.40,23.00,42.13,0.00
4/10/2023,41.60,66.50,25.10,39.20,0.00
4/11/2023,46.70,58.00,38.40,36.13,0.00
4/12/2023,45.60,54.20,35.40,33.93,0.00
4/13/2023,39.30,46.60,30.80,32.39,0.00
4/14/2023,28.60,35.40,23.60,31.65,0.00
4/15/2023,28.70,40.90,19.80,31.47,0.00
4/16/2023,36.60,47.60,25.50,31.26,0.00
4/17/2023,41.20,49.30,34.60,29.78,0.00
4/18/2023,37.50,47.60,29.80,28.36,0.00
4/19/2023,32.40,42.00,20.80,27.81,0.00
4/20/2023,23.10,31.60,14.30,27.33,0.00
4/21/2023,26.80,36.40,12.80,27.49,0.00
4/22/2023,32.10,39.80,25.30,25.53,0.00
4/23/2023,32.40,41.90,24.00,24.64,0.00
4/24/2023,34.30,40.70,28.80,35.42,0.00
4/25/2023,31.00,38.60,18.40,58.04,0.00
4/26/2023,30.40,44.40,17.10,46.12,0.00
4/27/2023,36.70,46.00,28.50,23.21,0.00
4/28/2023,33.40,44.80,23.80,29.31,0.00
4/29/2023,43.20,60.00,27.40,19.29,0.00
4/30/2023,46.30,54.50,39.20,16.88,0.00
5/1/2023,48.20,59.60,38.90,14.69,0.00
5/2/2023,43.30,51.80,35.60,13.22,0.00
5/3/2023,45.10,54.60,34.20,11.11,0.00
5/4/2023,42.20,50.60,34.40,8.16,0.00
5/5/2023,39.40,48.60,31.80,5.64,0.00
5/6/2023,38.70,50.20,26.50,4.18,0.00
5/7/2023,40.90,51.70,31.50,-0.18,0.00
5/8/2023,45.60,55.20,35.90,-1.36,0.00
5/9/2023,46.90,56.90,36.10,-1.41,0.00
5/10/2023,42.00,51.50,27.30,-1.37,0.00
5/11/2023,35.20,46.00,25.10,-1.36,0.00
5/12/2023,45.00,56.60,35.50,-1.41,0.00
5/13/2023,39.00,46.70,33.80,2.22,0.00
5/14/2023,39.10,47.00,32.50,25.26,0.00
5/15/2023,42.00,54.20,34.50,8.26,0.00
5/16/2023,45.00,55.30,37.50,1.55,0.00
5/17/2023,45.20,57.00,40.00,-1.55,0.00
5/18/2023,42.50,54.70,38.10,-1.56,0.00
5/19/2023,38.30,41.20,35.80,14.87,0.00
5/20/2023,39.30,50.60,34.40,22.29,0.00
5/21/2023,39.90,50.20,35.00,2.95,0.00
5/22/2023,43.10,56.00,35.80,4.27,0.00
5/23/2023,47.00,57.40,39.40,-1.60,0.00
5/24/2023,49.50,59.40,39.40,-1.62,0.00
5/25/2023,48.90,59.30,37.50,-1.67,0.00
5/26/2023,45.40,51.90,38.50,1.98,0.00
5/27/2023,47.60,54.70,37.20,-1.62,0.00
5/28/2023,48.60,58.80,37.30,-1.69,0.00
5/29/2023,52.50,62.20,41.00,-1.73,0.00
5/30/2023,50.80,61.20,43.80,-1.62,0.00
5/31/2023,44.40,53.70,36.20,-1.00,0.00
6/1/2023,40.50,52.00,32.00,19.62,0.00
6/2/2023,43.00,50.40,37.10,-1.59,0.00
6/3/2023,44.80,54.10,36.50,-1.60,0.00
6/4/2023,47.00,57.90,36.90,-1.65,0.00
6/5/2023,44.80,58.60,37.60,-1.51,0.00
6/6/2023,46.40,58.00,36.90,7.19,0.00
6/7/2023,46.20,57.10,37.70,-1.47,0.00
6/8/2023,50.00,61.40,37.40,-1.67,0.00
6/9/2023,50.30,60.00,41.40,-1.71,0.00
6/10/2023,52.20,62.10,42.20,-1.77,0.00
6/11/2023,50.70,56.60,44.90,-1.61,0.00
6/12/2023,47.40,55.80,38.40,-1.61,0.00
6/13/2023,45.40,53.20,37.30,-1.59,0.00
6/14/2023,50.00,61.80,39.30,-1.59,0.00
6/15/2023,50.60,59.60,39.70,-1.62,0.00
6/16/2023,50.40,58.70,40.30,-1.61,0.00
6/17/2023,48.20,55.10,41.50,-1.58,0.00
6/18/2023,54.00,64.20,44.10,-1.64,0.00
6/19/2023,55.50,65.90,45.50,-1.64,0.00
6/20/2023,55.50,66.20,47.80,-1.64,0.00
6/21/2023,57.60,68.90,46.50,-1.72,0.00
6/22/2023,57.70,67.30,49.80,-1.64,0.00
6/23/2023,58.00,68.20,50.30,-1.65,0.00
6/24/2023,56.80,67.00,45.90,-1.71,0.00
6/25/2023,59.70,70.70,49.70,-1.64,0.00
6/26/2023,60.20,70.20,51.90,-1.58,0.00
6/27/2023,58.70,66.10,54.60,-1.54,0.00
6/28/2023,58.60,67.60,51.90,-1.57,0.00
6/29/2023,56.60,65.60,49.10,-1.59,0.00
6/30/2023,56.40,66.20,44.90,-1.61,0.00
7/1/2023,56.70,70.00,43.80,-1.66,0.00
7/2/2023,58.50,72.80,46.40,1.47,0.00
7/3/2023,60.30,71.50,46.70,-1.79,0.00
7/4/2023,63.00,72.00,53.00,-1.60,0.00
7/5/2023,63.30,72.30,54.30,-1.63,0.00
7/6/2023,62.10,70.70,52.80,-1.58,0.00
7/7/2023,61.00,69.20,51.70,-1.56,0.00
7/8/2023,61.10,70.60,52.50,-1.58,0.00
7/9/2023,64.40,75.40,54.70,-1.63,0.00
7/10/2023,62.10,71.10,51.90,-1.55,0.00
7/11/2023,65.50,76.30,56.00,-1.62,0.00
7/12/2023,65.20,79.70,55.20,-1.61,0.00
7/13/2023,65.60,76.80,55.40,-1.61,0.00
7/14/2023,67.50,78.40,55.60,-1.67,0.00
7/15/2023,63.50,76.10,51.30,-1.63,0.00
7/16/2023,65.20,82.20,47.50,-0.95,0.00
7/17/2023,69.20,82.00,57.20,-1.76,0.00
7/18/2023,68.40,83.30,56.30,-1.62,0.00
7/19/2023,66.80,78.40,57.50,-1.65,0.00
7/20/2023,64.60,75.00,52.70,-1.57,0.00
7/21/2023,60.80,72.40,48.40,1.87,0.00
7/22/2023,55.50,70.30,46.60,29.27,0.00
7/23/2023,62.10,77.10,50.40,-1.77,0.00
7/24/2023,63.60,76.30,56.80,-1.76,0.00
7/25/2023,65.40,76.10,56.90,-1.82,0.00
7/26/2023,63.30,76.10,56.40,-1.83,0.00
7/27/2023,61.60,73.70,49.90,-1.78,0.52
7/28/2023,61.60,77.50,51.80,-1.80,0.03
7/29/2023,58.00,71.40,50.00,-1.79,1.00
7/30/2023,58.00,69.70,49.80,-1.69,0.00
7/31/2023,60.50,70.00,51.70,-1.77,0.00
8/1/2023,56.70,69.00,49.60,-1.71,0.08
8/2/2023,57.60,69.60,47.60,-1.69,0.20
8/3/2023,58.00,70.00,46.60,-1.76,0.00
8/4/2023,61.90,72.80,51.40,-1.81,0.00
8/5/2023,63.10,71.90,55.30,-1.79,0.00
8/6/2023,63.50,71.90,56.40,-1.80,0.00
8/7/2023,55.80,65.70,47.50,0.38,0.02
8/8/2023,52.30,61.40,42.20,-1.39,0.30
8/9/2023,55.40,66.60,45.30,7.27,0.00
8/10/2023,56.40,68.70,46.60,-1.63,0.00
8/11/2023,57.80,72.80,48.10,-1.62,0.00
8/12/2023,55.00,66.30,47.00,-1.52,0.05
8/13/2023,54.30,68.00,45.60,-1.60,0.43
8/14/2023,50.70,65.10,45.20,20.60,0.02
8/15/2023,55.30,64.90,46.00,-1.15,0.00
8/16/2023,56.30,66.70,51.20,-1.59,0.17
8/17/2023,59.00,71.00,50.10,-1.71,0.08
8/18/2023,60.60,71.60,53.40,-1.67,0.00
8/19/2023,59.10,68.20,49.00,-1.65,0.10
8/20/2023,56.90,65.80,49.40,-1.58,0.00
8/21/2023,56.00,65.60,49.60,-1.55,0.00
8/22/2023,55.90,65.30,48.70,-1.53,0.00
8/23/2023,52.50,60.80,48.50,2.19,0.14
8/24/2023,50.50,57.90,46.90,46.82,0.08
8/25/2023,53.70,64.10,48.20,18.13,0.31
8/26/2023,54.20,68.10,46.40,-1.72,0.00
8/27/2023,57.50,70.10,48.90,-1.77,0.02
8/28/2023,54.00,65.60,47.90,-1.70,0.15
8/29/2023,53.00,64.20,44.60,-1.67,0.00
8/30/2023,58.20,75.60,44.20,-1.82,0.00
8/31/2023,61.00,73.00,52.50,-1.80,0.05
9/1/2023,59.80,68.10,53.10,-1.73,0.00
9/2/2023,57.10,66.80,48.00,-1.72,0.00
9/3/2023,57.10,68.10,50.30,-1.64,0.02
9/4/2023,53.20,61.20,45.70,-1.64,0.00
9/5/2023,55.60,67.50,45.10,-1.74,0.00
9/6/2023,59.20,68.50,47.80,-1.75,0.00
9/7/2023,59.50,69.70,52.40,-1.70,0.00
9/8/2023,60.70,73.10,51.80,-1.78,0.00
9/9/2023,59.50,70.90,47.70,-1.77,0.00
9/10/2023,56.50,65.80,50.80,-1.62,0.00
9/11/2023,49.70,60.00,42.00,14.22,0.20
9/12/2023,43.00,52.50,39.80,27.26,0.40
9/13/2023,44.70,53.10,38.20,17.15,0.23
9/14/2023,43.00,53.40,36.80,10.26,0.74
9/15/2023,43.20,51.00,37.50,-1.73,0.03
9/16/2023,45.10,55.10,36.30,0.07,0.00
9/17/2023,48.10,58.00,38.20,-0.33,0.00
9/18/2023,48.10,57.40,41.80,-1.72,0.00
9/19/2023,49.70,59.30,41.60,-1.83,0.00
9/20/2023,48.20,57.60,41.30,-1.79,0.00
9/21/2023,48.20,58.90,40.50,-1.70,0.00
9/22/2023,49.90,60.30,41.10,-1.80,0.00
9/23/2023,44.10,54.90,39.60,5.87,0.05
9/24/2023,45.60,56.20,37.60,6.63,0.00
9/25/2023,49.40,61.00,36.60,-1.84,0.00
9/26/2023,52.20,63.20,44.90,-1.85,0.00
9/27/2023,54.30,63.50,46.10,-1.88,0.00
9/28/2023,53.60,62.50,46.70,-1.78,0.00
9/29/2023,52.50,63.10,44.70,-1.77,0.00
9/30/2023,50.40,59.50,43.00,5.97,0.00
10/1/2023,46.50,56.10,39.90,41.78,0.02
